crash_event,fact_id,victim_key,crash_id,date_key,time_key,location_key,remoteness_key,road_key,vehicle_key,fatalities,fatality_rate_per_100k_dwellings,risk_factor_score
20072033,20693,14,20693,1499,1165,141,3,17,1,1,0.8152,1.5
20073016,20694,472,20694,1499,9,69,1,5,1,1,2.1701,3.6
20073119,20695,73,20695,1499,9,69,1,5,1,1,2.1701,3.6
20073195,20696,24,20696,1499,311,69,1,34,1,1,2.1701,1.8
20074103,20697,112,20697,1499,177,175,1,5,4,1,5.9666,3.6
20072014,20698,380,20698,1499,69,141,3,18,1,1,0.8152,2.7
20073220,20699,549,20699,1500,15,69,1,18,1,1,2.1701,2.7
20073133,20700,398,20700,1500,50,69,1,5,1,1,2.1701,3.6
20074003,20701,1,20701,1500,1323,78,3,22,1,1,1.7508,2.7
20073172,20702,430,20702,1500,1248,69,1,24,1,1,2.1701,1.0
20078005,20703,514,20703,1500,79,17,1,5,1,1,0.5343,2.0
20071397,20704,471,20704,1500,771,46,2,5,1,1,3.6069,2.0
20073264,20705,239,20705,1500,1179,92,3,17,1,1,0.3693,1.5
20072205,20706,86,20706,1500,1105,5,1,5,4,1,11.9775,2.0
20071025,20707,432,20707,1500,1151,46,2,5,1,1,3.6069,2.0
20073178,20708,305,20708,1500,1170,92,3,17,6,1,0.3693,1.5
20073321,20709,551,20709,1500,102,92,3,17,1,1,0.3693,2.25
20075169,20710,615,20710,1500,102,23,2,15,1,1,41.7014,3.0
20071124,20711,17,20711,1500,458,314,1,18,2,1,4.065,2.25
20075081,20712,67,20712,1500,811,26,3,17,1,1,2.7544,2.25
20076012,20713,356,20713,1500,810,204,3,17,1,1,5.9442,2.25
20075066,20714,614,20714,1501,409,23,2,15,1,1,41.7014,3.6
20072229,20715,112,20715,1501,1,5,1,5,2,2,23.955,3.6
20072289,20716,240,20716,1501,169,5,1,5,1,1,11.9775,2.4
20073003,20717,108,20717,1501,1248,92,3,17,1,1,0.3693,1.8
20072103,20718,185,20718,1501,413,5,1,5,1,1,11.9775,2.4
20071300,20719,89,20719,1501,278,314,1,18,1,1,4.065,1.8
20071197,20720,148,20720,1501,470,314,1,15,1,1,4.065,2.4
20071065,20721,219,20721,1501,447,314,1,18,2,1,4.065,1.8
20073199,20722,98,20722,1501,1159,69,1,5,1,1,2.1701,2.4
20072124,20723,651,20723,1501,1139,141,3,17,1,1,0.8152,1.8
20075107,20724,241,20724,1501,1227,23,2,15,1,1,41.7014,2.4
20071067,20725,319,20725,1501,1055,314,1,15,1,1,4.065,2.4
20071268,20726,340,20726,1501,102,24,3,34,1,1,0.7494,1.8
20072085,20727,57,20727,1501,48,141,3,18,1,1,0.8152,2.7
20075130,20728,429,20728,1501,1429,8,1,7,1,1,8.4218,3.6
20071389,20729,185,20729,1501,104,46,2,5,1,1,3.6069,3.6
20071134,20730,97,20730,1501,164,46,2,5,1,1,3.6069,3.6
20071314,20731,239,20731,1502,144,314,1,73,1,1,4.065,1.8
20074025,20732,166,20732,1502,134,175,1,5,1,1,5.9666,3.6
20075147,20733,72,20733,1502,726,8,1,5,1,1,8.4218,3.6
20073148,20734,369,20734,1502,151,69,1,5,1,1,2.1701,3.6
20075088,20735,131,20735,1502,212,23,2,15,1,1,41.7014,3.6
20072047,20736,535,20736,1502,504,5,1,5,1,1,11.9775,3.6
20073032,20737,338,20737,1502,1190,69,1,5,1,1,2.1701,2.4
20073123,20738,22,20738,1502,1190,69,1,5,1,1,2.1701,2.4
20074091,20739,356,20739,1502,1238,175,1,5,1,1,5.9666,2.4
20071168,20740,156,20740,1502,1119,314,1,18,1,1,4.065,1.8
20073019,20741,660,20741,1502,1119,69,1,5,1,1,2.1701,2.4
20074083,20742,13,20742,1502,1245,78,3,17,1,1,1.7508,1.8
20076034,20743,240,20743,1502,1246,154,1,34,1,1,4.0219,1.2
20075038,20744,161,20744,1502,1226,23,2,15,1,1,41.7014,2.4
20071396,20745,32,20745,1502,60,314,1,18,1,1,4.065,1.8
20071054,20746,98,20746,1502,62,314,1,18,1,1,4.065,1.8
20073154,20747,107,20747,1502,1227,69,1,18,1,1,2.1701,1.8
20071375,20748,543,20748,1502,936,24,3,22,2,1,0.7494,1.8
20073069,20749,286,20749,1502,101,92,3,17,1,1,0.3693,2.7
20076033,20750,555,20750,1502,563,204,5,5,1,1,30.8928,3.6
20073209,20751,386,20751,1502,9,92,3,17,1,1,0.3693,2.7
20071097,20752,11,20752,1502,251,24,3,17,2,1,0.7494,2.7
20072099,20753,186,20753,1502,130,141,3,17,1,1,0.8152,2.7
20072039,20754,969,20754,1502,166,5,1,5,2,1,11.9775,3.6
20072239,20755,244,20755,1502,667,5,1,5,1,1,11.9775,3.6
20071364,20756,367,20756,1502,176,46,2,5,1,1,3.6069,3.6
20075092,20757,246,20757,1503,491,26,3,22,1,1,2.7544,2.25
20072010,20758,364,20758,1503,212,141,3,22,1,1,0.8152,2.25
20073117,20759,32,20759,1503,106,69,1,5,1,1,2.1701,2.0
20071107,20760,598,20760,1503,1184,46,2,5,1,1,3.6069,2.0
20071216,20761,246,20761,1503,501,314,1,18,1,1,4.065,1.5
20073112,20762,477,20762,1503,1227,92,3,17,1,1,0.3693,1.5
20073158,20763,31,20763,1503,1227,69,1,5,1,1,2.1701,2.0
20073298,20764,66,20764,1503,101,69,1,5,1,1,2.1701,3.0
20077044,20765,66,20765,1503,47,25,2,18,2,1,11.2575,2.25
20073107,20766,157,20766,1503,13,69,1,18,1,1,2.1701,2.25
20076016,20767,255,20767,1504,15,204,3,17,1,1,5.9442,2.25
20074039,20768,34,20768,1504,147,78,3,15,1,1,1.7508,2.0
20072251,20769,97,20769,1504,89,5,1,5,1,1,11.9775,2.0
20075137,20770,112,20770,1504,676,26,3,17,2,1,2.7544,1.5
20077005,20771,103,20771,1504,1188,203,4,15,1,1,34.2114,2.0
20071005,20772,20,20772,1504,1105,46,2,5,1,1,3.6069,2.0
20071343,20773,436,20773,1504,1151,24,3,17,1,1,0.7494,1.5
20072277,20774,70,20774,1504,46,5,1,7,1,1,11.9775,2.0
20071298,20775,970,20775,1504,129,314,1,18,2,1,4.065,2.25
20071101,20776,36,20776,1504,129,314,1,18,1,1,4.065,2.25
20072018,20777,16,20777,1504,397,141,3,22,1,1,0.8152,2.25
20075175,20778,438,20778,1505,430,26,3,34,1,1,2.7544,1.5
20074037,20779,246,20779,1505,1176,175,1,5,4,1,5.9666,2.0
20075110,20780,107,20780,1505,194,23,2,15,4,1,41.7014,2.0
20073067,20781,133,20781,1505,95,69,1,73,1,1,2.1701,1.0
20071164,20782,32,20782,1505,1217,314,1,18,1,1,4.065,1.5
20071233,20783,162,20783,1505,1105,314,1,18,1,1,4.065,1.5
20073135,20784,30,20784,1505,1227,69,1,73,1,1,2.1701,1.0
20075059,20785,49,20785,1505,1249,8,1,5,1,1,8.4218,2.0
20073219,20786,20,20786,1505,101,69,1,7,1,2,4.3402,3.0
20073041,20787,139,20787,1505,101,92,3,17,1,1,0.3693,2.25
20072211,20788,486,20788,1505,67,5,1,5,1,1,11.9775,3.0
20073235,20789,523,20789,1505,102,69,1,5,1,1,2.1701,3.0
20072058,20790,787,20790,1505,48,141,3,34,1,1,0.8152,1.5
20071381,20791,99,20791,1505,87,24,3,34,2,1,0.7494,1.5
20072223,20792,294,20792,1506,776,141,3,17,1,1,0.8152,2.25
20071281,20793,76,20793,1506,664,46,2,5,1,1,3.6069,2.0
20075053,20794,148,20794,1506,1190,23,2,15,1,1,41.7014,2.0
20074104,20795,69,20795,1506,95,175,1,5,1,1,5.9666,2.0
20074107,20796,108,20796,1506,278,78,3,15,1,1,1.7508,2.0
20072131,20797,166,20797,1506,230,5,1,5,1,1,11.9775,2.0
20074106,20798,151,20798,1506,1154,78,3,15,1,1,1.7508,2.0
20072243,20799,188,20799,1506,1197,141,3,22,1,1,0.8152,1.5
20075047,20800,958,20800,1506,1159,23,2,15,1,2,83.4028,2.0
20075028,20801,112,20801,1506,1116,23,2,15,1,1,41.7014,2.0
20071289,20802,549,20802,1506,655,24,3,22,1,1,0.7494,1.5
20071221,20803,34,20803,1506,1192,314,1,15,2,1,4.065,2.0
20076028,20804,330,20804,1506,1128,204,5,5,1,1,30.8928,2.0
20073060,20805,329,20805,1506,1200,69,1,5,1,1,2.1701,2.0
20075115,20806,593,20806,1506,237,26,3,18,1,1,2.7544,1.5
20071326,20807,258,20807,1506,281,46,2,5,1,1,3.6069,3.6
20077036,20808,48,20808,1506,10,203,4,15,1,1,34.2114,3.6
20071405,20809,244,20809,1506,375,314,1,18,1,1,4.065,2.7
20075164,20810,47,20810,1506,210,26,3,22,1,1,2.7544,2.7
20075174,20811,96,20811,1506,528,26,3,22,1,1,2.7544,2.7
20071259,20812,167,20812,1506,695,46,2,5,1,1,3.6069,3.6
20071272,20813,814,20813,1507,456,314,1,15,1,1,4.065,3.6
20072279,20814,103,20814,1507,50,5,1,5,1,1,11.9775,3.6
20072011,20815,74,20815,1507,1205,141,3,17,1,1,0.8152,1.5
20077017,20816,71,20816,1507,1227,25,2,5,1,1,11.2575,2.0
20075056,20817,140,20817,1507,1199,26,3,17,1,1,2.7544,1.5
20075124,20818,208,20818,1507,575,26,3,17,1,1,2.7544,1.5
20072258,20819,381,20819,1507,237,5,1,5,1,1,11.9775,2.0
20072146,20820,108,20820,1507,281,141,3,17,2,1,0.8152,2.25
20074027,20821,49,20821,1507,129,78,3,17,1,1,1.7508,2.25
20073050,20822,74,20822,1507,311,69,1,5,1,1,2.1701,3.0
20071102,20823,385,20823,1507,827,46,2,5,1,2,7.2137,3.0
20071012,20824,100,20824,1508,499,314,1,18,1,1,4.065,2.7
20072034,20825,67,20825,1508,684,5,1,5,1,1,11.9775,3.6
20073040,20826,92,20826,1508,50,69,1,5,1,1,2.1701,3.6
20072176,20827,718,20827,1508,32,141,3,17,1,1,0.8152,2.7
20071232,20828,132,20828,1508,432,24,3,34,1,1,0.7494,1.8
20073303,20829,208,20829,1508,151,69,1,5,1,1,2.1701,3.6
20073110,20830,457,20830,1508,106,92,3,17,1,1,0.3693,1.8
20072182,20831,386,20831,1508,1104,141,3,18,1,1,0.8152,1.8
20071180,20832,699,20832,1508,1157,46,2,5,1,1,3.6069,2.4
20071117,20833,97,20833,1508,1116,314,1,15,1,1,4.065,2.4
20071387,20834,618,20834,1508,44,46,2,5,2,1,3.6069,2.4
20073166,20835,694,20835,1508,1170,69,1,18,1,1,2.1701,1.8
20071313,20836,480,20836,1508,102,46,2,5,1,1,3.6069,3.6
20075100,20837,84,20837,1508,295,23,2,15,1,1,41.7014,3.6
20071328,20838,99,20838,1508,85,24,3,17,1,1,0.7494,2.7
20071158,20839,446,20839,1508,348,314,1,18,1,1,4.065,2.7
20075089,20840,565,20840,1508,220,23,2,15,1,1,41.7014,3.6
20075128,20841,66,20841,1509,755,26,3,18,1,1,2.7544,2.7
20075135,20842,199,20842,1509,136,26,3,17,1,1,2.7544,2.7
20072127,20843,337,20843,1509,105,141,3,18,1,1,0.8152,2.7
20071113,20844,202,20844,1509,1012,46,2,5,1,1,3.6069,3.6
20072102,20845,126,20845,1509,32,5,1,5,1,1,11.9775,3.6
20071120,20846,3,20846,1509,151,24,3,17,1,1,0.7494,2.7
20075021,20847,112,20847,1509,535,23,2,15,1,1,41.7014,2.4
20073101,20848,102,20848,1509,1119,69,1,18,1,1,2.1701,1.8
20073121,20849,256,20849,1509,1119,92,3,17,1,1,0.3693,1.8
20075125,20850,22,20850,1509,612,26,3,17,1,1,2.7544,1.8
20071080,20851,161,20851,1509,470,314,1,18,1,1,4.065,1.8
20074043,20852,67,20852,1509,1132,175,1,5,1,1,5.9666,2.4
20073338,20853,358,20853,1509,1132,69,1,34,1,1,2.1701,1.2
20072163,20854,20,20854,1509,1192,5,1,5,2,1,11.9775,2.4
20075176,20855,157,20855,1509,947,23,2,15,1,1,41.7014,2.4
20071084,20856,148,20856,1509,370,314,1,18,1,1,4.065,2.7
20071237,20857,318,20857,1509,84,46,2,5,1,1,3.6069,3.6
20072259,20858,591,20858,1509,309,5,1,5,1,1,11.9775,3.6
20073180,20859,309,20859,1509,102,69,1,5,2,2,4.3402,3.6
20074101,20860,559,20860,1509,483,175,1,5,1,2,11.9332,3.6
20072096,20861,283,20861,1509,226,141,3,17,1,1,0.8152,2.7
20071355,20862,594,20862,1509,226,46,2,5,1,2,7.2137,3.6
20075140,20863,276,20863,1510,362,26,3,18,1,1,2.7544,1.5
20071151,20864,596,20864,1510,1064,24,3,22,1,1,0.7494,1.5
20076029,20865,425,20865,1510,1174,204,5,5,1,1,30.8928,2.0
20074008,20866,360,20866,1510,5,175,1,5,1,2,11.9332,2.0
20076004,20867,15,20867,1510,89,204,5,5,1,1,30.8928,2.0
20075159,20868,325,20868,1510,1226,23,2,15,1,2,83.4028,2.0
20073227,20869,57,20869,1510,1132,69,1,5,1,1,2.1701,2.0
20073077,20870,400,20870,1510,1170,69,1,5,4,1,2.1701,2.0
20075165,20871,91,20871,1510,1170,26,3,17,1,1,2.7544,1.5
20075006,20872,313,20872,1510,1168,23,2,15,1,2,83.4028,2.0
20074048,20873,249,20873,1510,993,175,1,5,1,1,5.9666,3.0
20071377,20874,258,20874,1510,605,46,2,5,1,1,3.6069,3.0
20075189,20875,266,20875,1510,296,8,1,5,1,1,8.4218,3.0
20075090,20876,501,20876,1510,283,26,3,17,1,1,2.7544,2.25
20072236,20877,92,20877,1510,87,5,1,73,1,1,11.9775,1.5
20075121,20878,64,20878,1511,491,23,2,15,1,1,41.7014,3.0
20074045,20879,321,20879,1511,802,78,3,17,1,1,1.7508,2.25
20075083,20880,648,20880,1511,136,26,3,18,1,1,2.7544,2.25
20071190,20881,487,20881,1511,1208,314,1,15,2,1,4.065,2.0
20075075,20882,482,20882,1511,1248,23,2,15,1,1,41.7014,2.0
20075084,20883,96,20883,1511,233,26,3,34,1,1,2.7544,1.0
20071129,20884,392,20884,1511,1104,46,2,5,1,1,3.6069,2.0
20071029,20885,216,20885,1511,1174,46,2,5,1,1,3.6069,2.0
20073132,20886,201,20886,1511,1179,92,3,17,1,1,0.3693,1.5
20072201,20887,393,20887,1511,1159,141,3,34,1,1,0.8152,1.0
20072052,20888,30,20888,1511,1116,141,3,18,2,2,1.6303,1.5
20074026,20889,199,20889,1511,1116,78,3,15,1,1,1.7508,2.0
20071024,20890,822,20890,1511,1198,24,3,34,1,1,0.7494,1.0
20072216,20891,240,20891,1511,1170,5,1,5,5,1,11.9775,2.0
20075185,20892,560,20892,1511,1200,23,2,15,1,1,41.7014,2.0
20075103,20893,134,20893,1511,1249,23,2,15,1,1,41.7014,2.0
20072143,20894,454,20894,1511,67,5,1,5,1,1,11.9775,3.0
20073317,20895,24,20895,1511,9,92,3,17,1,1,0.3693,2.25
20071241,20896,632,20896,1511,10,24,3,34,1,1,0.7494,1.5
20075171,20897,27,20897,1511,129,26,3,34,1,1,2.7544,1.5
20071110,20898,148,20898,1511,667,24,3,17,1,1,0.7494,2.25
20072114,20899,72,20899,1511,348,5,1,5,1,1,11.9775,3.0
20073241,20900,46,20900,1512,50,92,3,22,1,2,0.7387,2.25
20073251,20901,199,20901,1512,1248,69,1,5,1,1,2.1701,2.0
20071076,20902,286,20902,1512,71,314,1,18,1,1,4.065,1.5
20076026,20903,356,20903,1512,1174,204,5,5,2,2,61.7856,2.0
20071137,20904,721,20904,1512,38,314,1,15,1,1,4.065,2.0
20075003,20905,686,20905,1512,328,23,2,15,2,1,41.7014,2.0
20073141,20906,478,20906,1512,1159,92,3,22,1,1,0.3693,1.5
20073042,20907,4,20907,1512,1132,69,1,18,1,1,2.1701,1.5
20077043,20908,403,20908,1512,1132,203,4,15,1,2,68.4229,2.0
20072121,20909,108,20909,1512,1105,5,1,7,4,1,11.9775,2.0
20073183,20910,612,20910,1512,101,92,3,17,1,1,0.3693,2.25
20077001,20911,374,20911,1512,213,203,4,15,1,1,34.2114,3.0
20065138,20912,74,20912,1513,313,8,1,5,1,1,8.4218,3.0
20062052,20913,354,20913,1513,165,5,1,5,1,1,11.9775,3.0
20063182,20914,112,20914,1513,136,92,3,17,1,1,0.3693,2.25
20062237,20915,66,20915,1513,247,141,3,18,1,1,0.8152,2.25
20062009,20916,638,20916,1513,120,5,1,5,1,1,11.9775,2.0
20062308,20917,50,20917,1513,1475,141,3,34,1,1,0.8152,1.0
20061432,20918,716,20918,1513,1251,46,2,5,1,1,3.6069,2.0
20065156,20919,147,20919,1513,147,8,1,5,1,1,8.4218,2.0
20061024,20920,718,20920,1513,250,314,1,18,1,1,4.065,1.5
20063106,20921,385,20921,1513,1132,69,1,15,2,1,2.1701,2.0
20063041,20922,284,20922,1513,1132,69,1,5,1,1,2.1701,2.0
20066004,20923,109,20923,1513,329,204,5,5,1,2,61.7856,2.0
20063274,20924,147,20924,1513,1227,69,1,5,1,1,2.1701,2.0
20062266,20925,148,20925,1513,1192,141,3,22,1,1,0.8152,1.5
20064070,20926,564,20926,1513,1165,78,3,15,1,2,3.5016,2.0
20062026,20927,32,20927,1513,1249,5,1,5,1,1,11.9775,2.0
20062038,20928,214,20928,1513,657,5,1,5,1,1,11.9775,3.6
20062281,20929,49,20929,1513,84,5,1,5,1,1,11.9775,3.6
20062001,20930,374,20930,1513,84,5,1,5,1,1,11.9775,3.6
20064039,20931,410,20931,1513,262,175,1,5,1,1,5.9666,3.6
20061305,20932,52,20932,1513,262,46,2,5,2,1,3.6069,3.6
20063010,20933,400,20933,1513,9,92,3,17,1,2,0.7387,2.7
20065105,20934,583,20934,1513,226,26,3,17,1,1,2.7544,2.7
20061067,20935,96,20935,1513,1037,46,2,5,1,1,3.6069,3.6
20061162,20936,459,20936,1513,492,24,3,34,1,1,0.7494,1.8
20065132,20937,707,20937,1513,411,26,3,17,1,1,2.7544,2.7
20061254,20938,504,20938,1513,348,46,2,5,2,2,7.2137,3.6
20065049,20939,553,20939,1513,255,23,2,15,1,1,41.7014,3.6
20063032,20940,23,20940,1513,13,69,1,18,1,1,2.1701,2.7
20062144,20941,239,20941,1513,770,141,3,22,1,1,0.8152,2.7
20062133,20942,641,20942,1514,497,5,1,5,1,1,11.9775,3.6
20062129,20943,97,20943,1514,481,5,1,5,1,1,11.9775,3.6
20061433,20944,223,20944,1514,432,314,1,15,1,1,4.065,3.6
20062198,20945,436,20945,1514,336,5,1,5,1,1,11.9775,2.0
20064077,20946,325,20946,1514,1207,78,3,17,2,1,1.7508,1.5
20062102,20947,298,20947,1514,736,5,1,5,1,1,11.9775,2.0
20065028,20948,12,20948,1514,568,23,2,15,1,1,41.7014,2.0
20061278,20949,69,20949,1514,703,24,3,34,1,1,0.7494,1.0
20063013,20950,93,20950,1514,95,69,1,7,1,1,2.1701,2.0
20063191,20951,94,20951,1514,1179,92,3,17,1,1,0.3693,1.5
20063113,20952,58,20952,1514,1179,69,1,18,1,1,2.1701,1.5
20065067,20953,61,20953,1514,1179,23,2,15,1,1,41.7014,2.0
20063254,20954,12,20954,1514,1159,92,3,17,1,1,0.3693,1.5
20062242,20955,166,20955,1514,1156,141,3,18,1,1,0.8152,1.5
20067032,20956,200,20956,1514,45,25,2,5,1,1,11.2575,2.0
20063242,20957,49,20957,1514,1170,69,1,5,2,1,2.1701,2.0
20063219,20958,335,20958,1514,1170,69,1,5,2,1,2.1701,2.0
20062061,20959,96,20959,1514,1191,5,1,5,2,1,11.9775,2.0
20061263,20960,41,20960,1514,518,24,3,17,4,1,0.7494,1.5
20062125,20961,96,20961,1514,8,141,3,22,1,1,0.8152,1.5
20063164,20962,223,20962,1514,102,69,1,5,1,1,2.1701,3.0
20063179,20963,227,20963,1514,129,69,1,18,1,1,2.1701,2.25
20065128,20964,752,20964,1514,794,26,3,17,1,1,2.7544,2.25
20062182,20965,249,20965,1514,176,5,1,5,1,1,11.9775,3.0
20065065,20966,716,20966,1514,255,26,3,17,1,1,2.7544,2.25
20061302,20967,409,20967,1515,776,24,3,22,1,1,0.7494,2.7
20066001,20968,471,20968,1515,755,204,5,5,1,1,30.8928,3.6
20062161,20969,209,20969,1515,1041,141,3,17,1,1,0.8152,2.7
20063285,20970,127,20970,1515,106,69,1,5,1,1,2.1701,2.4
20062202,20971,31,20971,1515,305,5,1,5,1,1,11.9775,2.4
20062194,20972,199,20972,1515,720,141,3,17,1,1,0.8152,1.8
20063187,20973,177,20973,1515,1119,69,1,5,2,1,2.1701,2.4
20061001,20974,220,20974,1515,1119,24,3,34,1,1,0.7494,1.2
20064083,20975,227,20975,1515,95,175,1,5,1,1,5.9666,2.4
20067024,20976,453,20976,1515,1322,25,2,5,1,1,11.2575,2.4
20061331,20977,397,20977,1515,1139,24,3,17,1,1,0.7494,1.8
20062183,20978,296,20978,1515,206,141,3,18,1,1,0.8152,1.8
20062031,20979,197,20979,1515,124,141,3,17,1,1,0.8152,1.8
20062259,20980,101,20980,1515,1346,141,3,22,1,1,0.8152,1.8
20062116,20981,215,20981,1515,1128,141,3,34,1,1,0.8152,1.2
20064089,20982,20,20982,1515,125,78,3,17,1,2,3.5016,1.8
20065058,20983,358,20983,1515,84,26,3,18,1,1,2.7544,2.7
20061077,20984,349,20984,1515,84,46,2,5,1,1,3.6069,3.6
20064032,20985,113,20985,1515,458,175,1,5,1,1,5.9666,3.6
20061275,20986,284,20986,1515,296,314,1,18,1,1,4.065,2.7
20063297,20987,139,20987,1515,129,92,3,17,1,1,0.3693,2.7
20062099,20988,671,20988,1515,85,141,3,22,1,1,0.8152,2.7
20061108,20989,66,20989,1515,1133,314,1,18,1,1,4.065,2.7
20062284,20990,130,20990,1515,1429,5,1,15,6,1,11.9775,3.6
20061177,20991,148,20991,1516,780,314,1,18,1,1,4.065,2.7
20065008,20992,96,20992,1516,839,26,3,17,1,1,2.7544,2.7
20062207,20993,281,20993,1516,1195,141,3,34,1,1,0.8152,1.8
20063236,20994,195,20994,1516,136,92,3,17,1,1,0.3693,2.7
20061174,20995,197,20995,1516,1146,314,1,15,2,1,4.065,2.4
20063165,20996,784,20996,1516,95,92,3,17,1,1,0.3693,1.8
20065139,20997,551,20997,1516,1160,8,1,5,1,1,8.4218,2.4
20061170,20998,621,20998,1516,242,24,3,34,6,1,0.7494,1.2
20062260,20999,462,20999,1516,1226,5,1,5,1,1,11.9775,2.4
20061425,21000,540,21000,1516,1115,314,1,7,1,1,4.065,2.4
20061355,21001,208,21001,1516,1192,24,3,17,1,1,0.7494,1.8
20063270,21002,52,21002,1516,1170,69,1,5,1,1,2.1701,2.4
20063261,21003,80,21003,1516,101,92,3,17,1,1,0.3693,2.7
20063202,21004,38,21004,1516,101,92,3,17,1,1,0.3693,2.7
20061137,21005,206,21005,1516,10,46,2,5,1,1,3.6069,3.6
20067012,21006,22,21006,1516,902,25,2,18,1,1,11.2575,2.7
20061319,21007,256,21007,1516,458,46,2,5,1,1,3.6069,3.6
20061176,21008,63,21008,1516,1133,24,3,22,1,1,0.7494,2.7
20065060,21009,245,21009,1516,130,23,2,15,1,1,41.7014,3.6
20063284,21010,262,21010,1516,13,69,1,18,1,1,2.1701,2.7
20065112,21011,306,21011,1516,695,26,3,22,1,1,2.7544,2.7
20061386,21012,161,21012,1516,672,24,3,34,1,1,0.7494,1.8
20061325,21013,87,21013,1517,726,314,1,15,2,1,4.065,3.0
20061171,21014,139,21014,1517,1072,24,3,34,1,1,0.7494,1.5
20061253,21015,160,21015,1517,349,24,3,17,1,1,0.7494,2.25
20063184,21016,426,21016,1517,1248,69,1,7,1,1,2.1701,2.0
20062074,21017,225,21017,1517,493,5,1,5,2,1,11.9775,2.0
20063004,21018,148,21018,1517,95,92,3,17,2,1,0.3693,1.5
20062092,21019,109,21019,1517,700,5,1,5,1,1,11.9775,2.0
20061321,21020,497,21020,1517,328,46,2,5,1,1,3.6069,2.0
20065048,21021,247,21021,1517,155,23,2,15,1,1,41.7014,2.0
20061160,21022,293,21022,1517,774,46,2,5,1,1,3.6069,2.0
20063092,21023,16,21023,1517,1159,69,1,5,1,1,2.1701,2.0
20068003,21024,112,21024,1517,217,17,1,5,1,1,0.5343,2.0
20066006,21025,98,21025,1517,143,204,5,5,1,1,30.8928,2.0
20065083,21026,32,21026,1517,287,8,1,7,1,1,8.4218,3.0
20061241,21027,352,21027,1517,10,24,3,34,1,1,0.7494,1.5
20062188,21028,328,21028,1517,295,141,3,17,1,1,0.8152,2.25
20063237,21029,117,21029,1517,311,69,1,18,1,1,2.1701,2.25
20065136,21030,7,21030,1517,167,26,3,17,1,1,2.7544,2.25
20061265,21031,107,21031,1518,468,46,2,5,1,1,3.6069,3.0
20062175,21032,525,21032,1518,203,5,1,5,1,1,11.9775,3.0
20065045,21033,321,21033,1518,1119,23,2,15,2,1,41.7014,2.0
20061207,21034,718,21034,1518,119,314,1,73,1,1,4.065,1.0
20063110,21035,332,21035,1518,1200,92,3,17,1,2,0.7387,1.5
20062005,21036,131,21036,1518,65,5,1,5,1,1,11.9775,2.0
20065010,21037,32,21037,1518,1032,23,2,15,1,2,83.4028,3.0
20062073,21038,281,21038,1518,1429,141,3,22,1,1,0.8152,2.25
20061316,21039,610,21039,1518,528,314,1,18,1,1,4.065,2.25
20065104,21040,142,21040,1519,313,26,3,17,1,1,2.7544,2.25
20068009,21041,356,21041,1519,50,17,1,5,1,2,1.0686,3.0
20062255,21042,112,21042,1519,1,5,1,5,1,1,11.9775,3.0
20061114,21043,32,21043,1519,1254,24,3,17,4,1,0.7494,2.25
20065069,21044,49,21044,1519,118,23,2,15,1,1,41.7014,3.0
20063141,21045,32,21045,1519,106,69,1,5,4,2,4.3402,2.0
20063196,21046,51,21046,1519,1190,69,1,15,1,1,2.1701,2.0
20062265,21047,20,21047,1519,79,5,1,5,1,1,11.9775,2.0
20061444,21048,147,21048,1519,501,314,1,7,1,1,4.065,2.0
20062293,21049,147,21049,1519,1157,5,1,5,1,1,11.9775,2.0
20065120,21050,33,21050,1519,1226,23,2,15,1,1,41.7014,2.0
20063014,21051,2,21051,1519,1170,92,3,17,1,1,0.3693,1.5
20066028,21052,34,21052,1519,611,204,5,5,1,1,30.8928,2.0
20064096,21053,215,21053,1519,1191,78,3,17,2,2,3.5016,1.5
20063272,21054,256,21054,1519,102,69,1,5,1,1,2.1701,3.0
20062067,21055,246,21055,1519,255,141,3,18,1,1,0.8152,2.25
20061336,21056,47,21056,1520,1208,314,1,7,1,1,4.065,2.0
20061372,21057,48,21057,1520,169,24,3,34,4,3,2.2482,1.0
20062181,21058,86,21058,1520,152,5,1,5,1,1,11.9775,2.0
20063176,21059,160,21059,1520,95,92,3,22,1,1,0.3693,1.5
20062276,21060,49,21060,1520,302,5,1,5,1,1,11.9775,2.0
20062156,21061,66,21061,1520,21,141,3,17,1,1,0.8152,1.5
20065076,21062,278,21062,1520,250,26,3,18,1,1,2.7544,1.5
20066033,21063,156,21063,1520,510,204,3,17,1,1,5.9442,1.5
20061063,21064,426,21064,1520,1227,314,1,18,1,1,4.065,1.5
20065032,21065,647,21065,1520,1227,23,2,15,5,1,41.7014,2.0
20062290,21066,473,21066,1520,1227,5,1,5,1,2,23.955,2.0
20066024,21067,364,21067,1520,1192,204,5,73,1,1,30.8928,1.0
20062208,21068,93,21068,1520,124,141,3,34,1,1,0.8152,1.0
20063033,21069,66,21069,1520,9,69,1,18,1,1,2.1701,2.7
20061279,21070,461,21070,1520,9,46,2,5,2,1,3.6069,3.6
20061235,21071,561,21071,1520,11,24,3,22,2,1,0.7494,2.7
20065164,21072,380,21072,1520,1396,26,3,34,1,1,2.7544,1.8
20067009,21073,395,21073,1520,296,203,5,17,1,1,24.5881,2.7
20062213,21074,30,21074,1520,492,5,1,5,1,1,11.9775,3.6
20067004,21075,74,21075,1520,104,203,5,17,1,1,24.5881,2.7
20063090,21076,84,21076,1520,13,92,3,17,1,1,0.3693,2.7
